b,a
0.24377182171610795,1.0
0.0,-1.1595944472703088
-1.7064027520127554,-3.6693383496756815
0.0,3.7492165621515627
5.119208256038267,6.75684271530333
0.0,-5.780260698107991
-8.532013760063776,-7.335671818691422
0.0,5.071149557579043
8.532013760063776,5.016317083138644
0.0,-2.8029491086951217
-5.119208256038267,-1.9982269863806696
1.1102230246251565e-16,0.9519479370068169
1.7064027520127554,0.3859862517381554
0.0,-0.20364852301193248
-0.24377182171610795,0.018774176306679154
