b
-0.24210071069728634
-0.0068536280531717765
-0.006211313053221083
-0.005125386071277527
-0.0036596098479326697
-0.0019221111447952324
-3.8482067475315796e-05
0.0018503932676687334
0.0036092198067848883
0.005104634220365499
0.006223384595529973
0.0068772360528147145
0.007013917219517767
0.00661917060629982
0.005715324137583238
0.00436623665962802
0.002663213339190924
0.0007329715687091957
-0.001291808063577567
-0.0032556204048820887
-0.00502467796209473
-0.006454460878497305
-0.0074531507486034826
-0.007924450376640727
-0.007851906059505741
-0.007202138818745419
-0.006047858284277719
-0.004416381769272257
-0.0024736247290267407
-0.00026206457384654147
0.0019672933639958163
0.004289938349046734
0.005523279452906138
0.00699370092277703
0.00789707240230406
0.008079969559445743
0.007729697615439323
0.006730974646139712
0.0052607476726742805
0.003325550449676544
0.0011482980432112532
-0.001185607515606213
-0.0034375347786001985
-0.0055042649732245305
-0.007173450012209793
-0.008372231215542182
-0.008956250468178002
-0.00892467594534679
-0.00822790355979416
-0.006953183955115594
-0.005147498589780333
-0.0029766275552089603
-0.0005605702280373388
0.0018922440093110126
0.004232812302760434
0.006257749453832881
0.007836191340140446
0.00882241561799593
0.00915235354514381
0.008780743405732068
0.007728654359319687
0.006081610420844206
0.003951443413421585
0.0016265077406915057
-0.0010409366589885938
-0.0036378788931446496
-0.005922652484978427
-0.007877917184217976
-0.00923391289062298
-0.009974592641477577
-0.009955840178094082
-0.009250668190961351
-0.007836781232332474
-0.005876712964163923
-0.0034480328369115567
-0.0007864279114518988
0.001968950029484805
0.004559532277294432
0.006844378992289687
0.008599190409027914
0.009738086795808816
0.010122154373938307
0.00976266053078726
0.00863341912325638
0.006854932838988613
0.004511246265513607
0.0018149362215787808
-0.0010731096601349947
-0.00390016836042488
-0.0064892286409822305
-0.008611183091701908
-0.01013335523797961
-0.010919858350846561
-0.01093074887261049
-0.010151279766782649
-0.008554910381027408
-0.00634042350017378
-0.00370371238815351
-0.0007105440484762936
0.0022982535488642207
0.005179069817854527
0.007642353301324021
0.009572150011243626
0.010751793998463526
0.011144914979656159
0.010654033890257911
0.009366447035871453
0.007315179131214168
0.0047022973820813625
0.0016656527046731888
-0.0015160815852782918
-0.004655296137424964
-0.007462260460196549
-0.009770079065610743
-0.011347397058104208
-0.01211395870309789
-0.011954513469900806
-0.010918667345039589
-0.009029602502931973
-0.006466150857744203
-0.0033716021420931025
-1.8816469699408054e-05
0.0033817955047472973
0.0065345809292169455
0.009228695239613694
0.011207567122590795
0.012317431082187963
0.012478281293720604
0.011695024218981746
0.00990249597326985
0.007342691629473637
0.004118789826545157
0.0005292333100244617
-0.003217798143957264
-0.0067673578804157515
-0.009893537920356653
-0.0122852827947317
-0.013794527977004232
-0.014224854191481224
-0.013568308996583707
-0.01179340291176649
-0.009062446037084242
-0.005510826792118307
-0.0014485094603171283
0.0028679947618225903
0.007048714465731769
0.010803429927842358
0.013761652823682628
0.015701743400470248
0.016369362191109446
0.015698151991839732
0.01362326612483327
0.010285545744492629
0.005832352932682226
0.0006056528234048668
-0.005061975380808169
-0.010684471283417488
-0.01584320684057467
-0.020049582126679424
-0.022905849306843383
-0.023939857470928545
-0.022988821209687267
-0.01979103561574472
-0.014347771932858673
-0.0066989844188943826
0.002869015845455444
0.014058678959810134
0.026357968831454765
0.03927406464998967
0.052151046816009024
0.0644186132802028
0.075417130005413
0.08464318819629342
0.09157291610958074
0.09590073674063888
0.09735116418043299
0.09590073674063888
0.09157291610958074
0.08464318819629342
0.075417130005413
0.0644186132802028
0.052151046816009024
0.03927406464998967
0.026357968831454765
0.014058678959810134
0.002869015845455444
-0.0066989844188943826
-0.014347771932858673
-0.01979103561574472
-0.022988821209687267
-0.023939857470928545
-0.022905849306843383
-0.020049582126679424
-0.01584320684057467
-0.010684471283417488
-0.005061975380808169
0.0006056528234048668
0.005832352932682226
0.010285545744492629
0.01362326612483327
0.015698151991839732
0.016369362191109446
0.015701743400470248
