b,a
2.013503684870688e-06,1.0
-6.039966485193491e-06,-4.996315573010722
4.026462830324671e-06,9.985281630639111
4.0264628303246715e-06,-9.977951412388872
-6.039966485193491e-06,4.985320224979994
2.013503684870688e-06,-0.9963348702194512
